RecordID,RecordType,RouteID,RouteName,RouteStatus,RouteColorCode,FetchedDate,FetchedTime
26497,Bus,48,South Damen,Normal Service,ffffff,8/26/2026,17:30:04
26498,Bus,49,Western,Planned Reroute,414145,8/26/2026,17:30:04
26499,Bus,49B,North Western,Bus Stop Relocation,565a5c,8/26/2026,17:30:04
26500,Bus,X49,Western Express,Planned Reroute,ffffff,8/26/2026,17:30:04
26501,Bus,50,Damen,Bus Stop Note,565a5c,8/26/2026,17:30:04
26502,Bus,51,51st,Normal Service,565a5c,8/26/2026,17:30:04
26503,Bus,52,Kedzie,Normal Service,565a5c,8/26/2026,17:30:04
26504,Bus,52A,South Kedzie,Normal Service,565a5c,8/26/2026,17:30:04
26505,Bus,53,Pulaski,Normal Service,414145,8/26/2026,17:30:04
26506,Bus,53A,South Pulaski,Normal Service,565a5c,8/26/2026,17:30:04
26507,Bus,54,Cicero,Normal Service,414145,8/26/2026,17:30:04
26508,Bus,54A,North Cicero/Skokie Blvd.,Normal Service,ffffff,8/26/2026,17:30:04
26509,Bus,54B,South Cicero,Normal Service,565a5c,8/26/2026,17:30:04
26510,Bus,55,Garfield,Normal Service,414145,8/26/2026,17:30:04
26511,Bus,55A,55th/Austin,Normal Service,ffffff,8/26/2026,17:30:04
26512,Bus,55N,55th/Narragansett,Normal Service,565a5c,8/26/2026,17:30:04
26513,Bus,56,Milwaukee,Normal Service,565a5c,8/26/2026,17:30:04
26514,Bus,57,Laramie,Normal Service,565a5c,8/26/2026,17:30:04
26515,Bus,59,59th/61st,Normal Service,565a5c,8/26/2026,17:30:04
26516,Bus,60,Blue Island/26th,Planned Reroute,414145,8/26/2026,17:30:04
26517,Bus,62,Archer,Planned Reroute,565a5c,8/26/2026,17:30:04
26518,Bus,62H,Archer/Harlem,Normal Service,565a5c,8/26/2026,17:30:04
26519,Bus,63,63rd,Normal Service,414145,8/26/2026,17:30:04
26520,Bus,63W,West 63rd,Normal Service,565a5c,8/26/2026,17:30:04
26521,Bus,65,Grand,Normal Service,565a5c,8/26/2026,17:30:04
26522,Bus,66,Chicago,Planned Reroute,414145,8/26/2026,17:30:04
26523,Bus,67,67th-69th-71st,Planned Reroute,565a5c,8/26/2026,17:30:04
26524,Bus,68,Northwest Highway,Normal Service,565a5c,8/26/2026,17:30:04
26525,Bus,70,Division,Added Service,565a5c,8/26/2026,17:30:04
26526,Bus,71,71st/South Shore,Normal Service,565a5c,8/26/2026,17:30:04
26527,Bus,72,North,Normal Service,565a5c,8/26/2026,17:30:04
26528,Bus,73,Armitage,Planned Reroute,565a5c,8/26/2026,17:30:04
26529,Bus,74,Fullerton,Added Service,414145,8/26/2026,17:30:04
26530,Bus,75,74th-75th,Normal Service,565a5c,8/26/2026,17:30:04
26531,Bus,76,Diversey,Added Service,565a5c,8/26/2026,17:30:04
26532,Bus,77,Belmont,Normal Service,414145,8/26/2026,17:30:04
26533,Bus,78,Montrose,Service Change,565a5c,8/26/2026,17:30:04
26534,Bus,79,79th,Normal Service,414145,8/26/2026,17:30:04
26535,Bus,80,Irving Park,Normal Service,565a5c,8/26/2026,17:30:04
26536,Bus,81,Lawrence,Normal Service,565a5c,8/26/2026,17:30:04
26537,Bus,81W,West Lawrence,Normal Service,565a5c,8/26/2026,17:30:04
26538,Bus,82,Kimball-Homan,Planned Reroute,414145,8/26/2026,17:30:04
26539,Bus,84,Peterson,Normal Service,565a5c,8/26/2026,17:30:04
26540,Bus,85,Central,Added Service,414145,8/26/2026,17:30:04
26541,Bus,85A,North Central,Normal Service,565a5c,8/26/2026,17:30:04
26542,Bus,86,Narragansett/Ridgeland,Normal Service,565a5c,8/26/2026,17:30:04
26543,Bus,87,87th,Normal Service,565a5c,8/26/2026,17:30:04
26544,Bus,88,Higgins,Normal Service,565a5c,8/26/2026,17:30:04
26545,Bus,90,Harlem,Normal Service,565a5c,8/26/2026,17:30:04
26546,Bus,91,Austin,Planned Reroute,565a5c,8/26/2026,17:30:04
26547,Bus,92,Foster,Planned Reroute,565a5c,8/26/2026,17:30:04
26548,Bus,93,California/Dodge,Planned Reroute,565a5c,8/26/2026,17:30:04
26549,Bus,94,California,Normal Service,565a5c,8/26/2026,17:30:04
26550,Bus,95,95th,Normal Service,414145,8/26/2026,17:30:04
26551,Bus,96,Lunt,Planned Reroute,565a5c,8/26/2026,17:30:04
26552,Bus,97,Skokie,Normal Service,565a5c,8/26/2026,17:30:04
26553,Bus,100,Jeffery Manor Express,Normal Service,ffffff,8/26/2026,17:30:04
26554,Bus,103,West 103rd,Normal Service,565a5c,8/26/2026,17:30:04
26555,Bus,106,East 103rd,Normal Service,565a5c,8/26/2026,17:30:04
26556,Bus,108,Halsted/95th,Normal Service,ffffff,8/26/2026,17:30:04
26557,Bus,111,111th/King Drive,Normal Service,565a5c,8/26/2026,17:30:04
26558,Bus,111A,Pullman Shuttle,Normal Service,565a5c,8/26/2026,17:30:04
26559,Bus,112,Vincennes/111th,Normal Service,565a5c,8/26/2026,17:30:04
26560,Bus,115,Pullman/115th,Planned Reroute,565a5c,8/26/2026,17:30:04
26561,Bus,119,Michigan/119th,Normal Service,565a5c,8/26/2026,17:30:04
26562,Bus,120,Ogilvie/Streeterville Express,Bus Stop Note,ffffff,8/26/2026,17:30:04
26563,Bus,121,Union/Streeterville Express,Bus Stop Note,ffffff,8/26/2026,17:30:04
26564,Bus,124,Navy Pier,Planned Reroute,565a5c,8/26/2026,17:30:04
26565,Bus,125,Water Tower Express,Planned Reroute,ffffff,8/26/2026,17:30:04
26566,Bus,126,Jackson,Normal Service,565a5c,8/26/2026,17:30:04
26567,Bus,128,Soldier Field Express,Normal Service,ffffff,8/26/2026,17:30:04
26568,Bus,130,Museum Campus,Normal Service,ffffff,8/26/2026,17:30:04
26569,Bus,134,Stockton/LaSalle Express,Normal Service,ffffff,8/26/2026,17:30:04
26570,Bus,135,Clarendon/LaSalle Express,Normal Service,ffffff,8/26/2026,17:30:04
26571,Bus,136,Sheridan/LaSalle Express,Normal Service,ffffff,8/26/2026,17:30:04
26572,Bus,143,Stockton/Michigan Express,Normal Service,ffffff,8/26/2026,17:30:04
26573,Bus,146,Inner Lake Shore/Michigan Express,Planned Reroute,b71234,8/26/2026,17:30:04
26574,Bus,147,Outer DuSable Lake Shore Express,Normal Service,b71234,8/26/2026,17:30:04
26575,Bus,148,Clarendon/Michigan Express,Planned Reroute,ffffff,8/26/2026,17:30:04
26576,Bus,151,Sheridan,Normal Service,565a5c,8/26/2026,17:30:04
26577,Bus,152,Addison,Normal Service,565a5c,8/26/2026,17:30:04
26578,Bus,155,Devon,Normal Service,565a5c,8/26/2026,17:30:04
26579,Bus,156,LaSalle,Normal Service,565a5c,8/26/2026,17:30:04
26580,Bus,157,Streeterville/Taylor,Planned Reroute,565a5c,8/26/2026,17:30:04
26581,Bus,165,West 65th,Normal Service,ffffff,8/26/2026,17:30:04
26582,Bus,169,69th/UPS Express,Normal Service,ffffff,8/26/2026,17:30:04
26583,Bus,171,U. of Chicago/Hyde Park,Normal Service,565a5c,8/26/2026,17:30:04
26584,Bus,172,U. of Chicago/Kenwood,Planned Reroute,565a5c,8/26/2026,17:30:04
26585,Bus,192,U. of Chicago Hospitals Express,Planned Reroute,ffffff,8/26/2026,17:30:04
26586,Bus,201,Central/Ridge,Normal Service,565a5c,8/26/2026,17:30:04
26587,Bus,206,Evanston Circulator,Normal Service,ffffff,8/26/2026,17:30:04
26588,Rail,Red,Red Line,Normal Service,c60c30,8/26/2026,17:30:07
26589,Rail,Blue,Blue Line,Service Change,00a1de,8/26/2026,17:30:07
26590,Rail,Brn,Brown Line,Normal Service,62361b,8/26/2026,17:30:07
26591,Rail,G,Green Line,Special Note,009b3a,8/26/2026,17:30:07
26592,Rail,Org,Orange Line,Normal Service,f9461c,8/26/2026,17:30:07
26593,Rail,Pink,Pink Line,Normal Service,e27ea6,8/26/2026,17:30:07
26594,Rail,P,Purple Line,Added Service,522398,8/26/2026,17:30:07
26595,Rail,Y,Yellow Line,Added Service,f9e300,8/26/2026,17:30:07
26596,Systemwide,Systemwide,All Routes,Normal Service,0,8/26/2026,17:30:08
26597,Systemwide,Bus,All Bus Routes,Service Change,0,8/26/2026,17:30:08
26598,Systemwide,Train,All Train Routes,Normal Service,0,8/26/2026,17:30:08
26599,Bus,1,Bronzeville/Union Station,Normal Service,ffffff,8/26/2026,17:45:04
26600,Bus,2,Hyde Park Express,Planned Reroute,ffffff,8/26/2026,17:45:04
26601,Bus,3,King Drive,Added Service,565a5c,8/26/2026,17:45:04
26602,Bus,4,Cottage Grove,Planned Reroute,414145,8/26/2026,17:45:04
26603,Bus,X4,Cottage Grove Express,Normal Service,ffffff,8/26/2026,17:45:04
26604,Bus,N5,South Shore Night Bus,Planned Reroute,ffffff,8/26/2026,17:45:04
26605,Bus,6,Jackson Park Express,Planned Reroute,b71234,8/26/2026,17:45:04
26606,Bus,7,Harrison,Planned Reroute,565a5c,8/26/2026,17:45:04
26607,Bus,8,Halsted,Planned Reroute,565a5c,8/26/2026,17:45:04
26608,Bus,8A,South Halsted,Normal Service,565a5c,8/26/2026,17:45:04
26609,Bus,9,Ashland,Normal Service,565a5c,8/26/2026,17:45:04
26610,Bus,X9,Ashland Express,Normal Service,ffffff,8/26/2026,17:45:04
26611,Bus,10,Obama Presidential Center/Museum of Science & Industry Express,Planned Reroute,b71234,8/26/2026,17:45:04
26612,Bus,11,Lincoln,Bus Stop Relocation,565a5c,8/26/2026,17:45:04
26613,Bus,12,Roosevelt,Normal Service,565a5c,8/26/2026,17:45:04
26614,Bus,J14,Jeffery Jump,Planned Reroute,0065BD,8/26/2026,17:45:04
26615,Bus,15,Jeffery Local,Planned Reroute,565a5c,8/26/2026,17:45:04
26616,Bus,18,16th-18th,Normal Service,565a5c,8/26/2026,17:45:04
26617,Bus,19,United Center Express,Normal Service,ffffff,8/26/2026,17:45:04
26618,Bus,20,Madison,Bus Stop Note,414145,8/26/2026,17:45:04
26619,Bus,21,Cermak,Normal Service,565a5c,8/26/2026,17:45:04
26620,Bus,22,Clark,Bus Stop Note,565a5c,8/26/2026,17:45:04
26621,Bus,24,Wentworth,Bus Stop Note,565a5c,8/26/2026,17:45:04
26622,Bus,26,South Shore Express,Normal Service,ffffff,8/26/2026,17:45:04
26623,Bus,28,Stony Island,Normal Service,565a5c,8/26/2026,17:45:04
26624,Bus,29,State,Planned Reroute,565a5c,8/26/2026,17:45:04
26625,Bus,30,South Chicago,Normal Service,565a5c,8/26/2026,17:45:04
26626,Bus,31,31st,Normal Service,565a5c,8/26/2026,17:45:04
26627,Bus,34,South Michigan,Normal Service,414145,8/26/2026,17:45:04
26628,Bus,35,31st/35th,Added Service,414145,8/26/2026,17:45:04
26629,Bus,36,Broadway,Planned Reroute,565a5c,8/26/2026,17:45:04
26630,Bus,37,Sedgwick,Planned Reroute,565a5c,8/26/2026,17:45:04
26631,Bus,39,Pershing,Normal Service,565a5c,8/26/2026,17:45:04
26632,Bus,43,43rd,Normal Service,565a5c,8/26/2026,17:45:04
26633,Bus,44,Wallace/Racine,Planned Reroute,565a5c,8/26/2026,17:45:04
26634,Bus,47,47th,Normal Service,414145,8/26/2026,17:45:04
26635,Bus,48,South Damen,Normal Service,ffffff,8/26/2026,17:45:04
26636,Bus,49,Western,Planned Reroute,414145,8/26/2026,17:45:04
26637,Bus,49B,North Western,Bus Stop Relocation,565a5c,8/26/2026,17:45:04
26638,Bus,X49,Western Express,Planned Reroute,ffffff,8/26/2026,17:45:04
26639,Bus,50,Damen,Bus Stop Note,565a5c,8/26/2026,17:45:04
26640,Bus,51,51st,Normal Service,565a5c,8/26/2026,17:45:04
26641,Bus,52,Kedzie,Normal Service,565a5c,8/26/2026,17:45:04
26642,Bus,52A,South Kedzie,Normal Service,565a5c,8/26/2026,17:45:04
26643,Bus,53,Pulaski,Normal Service,414145,8/26/2026,17:45:04
26644,Bus,53A,South Pulaski,Normal Service,565a5c,8/26/2026,17:45:04
26645,Bus,54,Cicero,Normal Service,414145,8/26/2026,17:45:04
26646,Bus,54A,North Cicero/Skokie Blvd.,Normal Service,ffffff,8/26/2026,17:45:04
26647,Bus,54B,South Cicero,Normal Service,565a5c,8/26/2026,17:45:04
26648,Bus,55,Garfield,Normal Service,414145,8/26/2026,17:45:04
26649,Bus,55A,55th/Austin,Normal Service,ffffff,8/26/2026,17:45:04
26650,Bus,55N,55th/Narragansett,Normal Service,565a5c,8/26/2026,17:45:04
26651,Bus,56,Milwaukee,Normal Service,565a5c,8/26/2026,17:45:04
26652,Bus,57,Laramie,Normal Service,565a5c,8/26/2026,17:45:04
26653,Bus,59,59th/61st,Normal Service,565a5c,8/26/2026,17:45:04
26654,Bus,60,Blue Island/26th,Planned Reroute,414145,8/26/2026,17:45:04
26655,Bus,62,Archer,Planned Reroute,565a5c,8/26/2026,17:45:04
26656,Bus,62H,Archer/Harlem,Normal Service,565a5c,8/26/2026,17:45:04
26657,Bus,63,63rd,Normal Service,414145,8/26/2026,17:45:04
26658,Bus,63W,West 63rd,Normal Service,565a5c,8/26/2026,17:45:04
26659,Bus,65,Grand,Normal Service,565a5c,8/26/2026,17:45:04
26660,Bus,66,Chicago,Planned Reroute,414145,8/26/2026,17:45:04
26661,Bus,67,67th-69th-71st,Planned Reroute,565a5c,8/26/2026,17:45:04
26662,Bus,68,Northwest Highway,Normal Service,565a5c,8/26/2026,17:45:04
26663,Bus,70,Division,Added Service,565a5c,8/26/2026,17:45:04
26664,Bus,71,71st/South Shore,Normal Service,565a5c,8/26/2026,17:45:04
26665,Bus,72,North,Normal Service,565a5c,8/26/2026,17:45:04
26666,Bus,73,Armitage,Planned Reroute,565a5c,8/26/2026,17:45:04
26667,Bus,74,Fullerton,Added Service,414145,8/26/2026,17:45:04
26668,Bus,75,74th-75th,Normal Service,565a5c,8/26/2026,17:45:04
26669,Bus,76,Diversey,Added Service,565a5c,8/26/2026,17:45:04
26670,Bus,77,Belmont,Normal Service,414145,8/26/2026,17:45:04
26671,Bus,78,Montrose,Service Change,565a5c,8/26/2026,17:45:04
26672,Bus,79,79th,Normal Service,414145,8/26/2026,17:45:04
26673,Bus,80,Irving Park,Normal Service,565a5c,8/26/2026,17:45:04
26674,Bus,81,Lawrence,Normal Service,565a5c,8/26/2026,17:45:04
26675,Bus,81W,West Lawrence,Normal Service,565a5c,8/26/2026,17:45:04
26676,Bus,82,Kimball-Homan,Planned Reroute,414145,8/26/2026,17:45:04
26677,Bus,84,Peterson,Normal Service,565a5c,8/26/2026,17:45:04
26678,Bus,85,Central,Added Service,414145,8/26/2026,17:45:04
26679,Bus,85A,North Central,Normal Service,565a5c,8/26/2026,17:45:04
26680,Bus,86,Narragansett/Ridgeland,Normal Service,565a5c,8/26/2026,17:45:04
26681,Bus,87,87th,Normal Service,565a5c,8/26/2026,17:45:04
26682,Bus,88,Higgins,Normal Service,565a5c,8/26/2026,17:45:04
26683,Bus,90,Harlem,Normal Service,565a5c,8/26/2026,17:45:04
26684,Bus,91,Austin,Planned Reroute,565a5c,8/26/2026,17:45:04
26685,Bus,92,Foster,Planned Reroute,565a5c,8/26/2026,17:45:04
26686,Bus,93,California/Dodge,Planned Reroute,565a5c,8/26/2026,17:45:04
26687,Bus,94,California,Normal Service,565a5c,8/26/2026,17:45:04
26688,Bus,95,95th,Normal Service,414145,8/26/2026,17:45:04
26689,Bus,96,Lunt,Planned Reroute,565a5c,8/26/2026,17:45:04
26690,Bus,97,Skokie,Normal Service,565a5c,8/26/2026,17:45:04
26691,Bus,100,Jeffery Manor Express,Normal Service,ffffff,8/26/2026,17:45:04
26692,Bus,103,West 103rd,Normal Service,565a5c,8/26/2026,17:45:04
26693,Bus,106,East 103rd,Normal Service,565a5c,8/26/2026,17:45:04
26694,Bus,108,Halsted/95th,Normal Service,ffffff,8/26/2026,17:45:04
26695,Bus,111,111th/King Drive,Normal Service,565a5c,8/26/2026,17:45:04
26696,Bus,111A,Pullman Shuttle,Normal Service,565a5c,8/26/2026,17:45:04
26697,Bus,112,Vincennes/111th,Normal Service,565a5c,8/26/2026,17:45:04
26698,Bus,115,Pullman/115th,Planned Reroute,565a5c,8/26/2026,17:45:04
26699,Bus,119,Michigan/119th,Normal Service,565a5c,8/26/2026,17:45:04
26700,Bus,120,Ogilvie/Streeterville Express,Bus Stop Note,ffffff,8/26/2026,17:45:04
26701,Bus,121,Union/Streeterville Express,Bus Stop Note,ffffff,8/26/2026,17:45:04
26702,Bus,124,Navy Pier,Planned Reroute,565a5c,8/26/2026,17:45:04
26703,Bus,125,Water Tower Express,Planned Reroute,ffffff,8/26/2026,17:45:04
26704,Bus,126,Jackson,Normal Service,565a5c,8/26/2026,17:45:04
26705,Bus,128,Soldier Field Express,Normal Service,ffffff,8/26/2026,17:45:04
26706,Bus,130,Museum Campus,Normal Service,ffffff,8/26/2026,17:45:04
26707,Bus,134,Stockton/LaSalle Express,Normal Service,ffffff,8/26/2026,17:45:04
26708,Bus,135,Clarendon/LaSalle Express,Normal Service,ffffff,8/26/2026,17:45:04
26709,Bus,136,Sheridan/LaSalle Express,Normal Service,ffffff,8/26/2026,17:45:04
26710,Bus,143,Stockton/Michigan Express,Normal Service,ffffff,8/26/2026,17:45:04
26711,Bus,146,Inner Lake Shore/Michigan Express,Planned Reroute,b71234,8/26/2026,17:45:04
26712,Bus,147,Outer DuSable Lake Shore Express,Normal Service,b71234,8/26/2026,17:45:04
26713,Bus,148,Clarendon/Michigan Express,Planned Reroute,ffffff,8/26/2026,17:45:04
26714,Bus,151,Sheridan,Normal Service,565a5c,8/26/2026,17:45:04
26715,Bus,152,Addison,Normal Service,565a5c,8/26/2026,17:45:04
26716,Bus,155,Devon,Normal Service,565a5c,8/26/2026,17:45:04
26717,Bus,156,LaSalle,Normal Service,565a5c,8/26/2026,17:45:04
26718,Bus,157,Streeterville/Taylor,Planned Reroute,565a5c,8/26/2026,17:45:04
26719,Bus,165,West 65th,Normal Service,ffffff,8/26/2026,17:45:04
26720,Bus,169,69th/UPS Express,Normal Service,ffffff,8/26/2026,17:45:04
26721,Bus,171,U. of Chicago/Hyde Park,Normal Service,565a5c,8/26/2026,17:45:04
26722,Bus,172,U. of Chicago/Kenwood,Planned Reroute,565a5c,8/26/2026,17:45:04
26723,Bus,192,U. of Chicago Hospitals Express,Planned Reroute,ffffff,8/26/2026,17:45:04
26724,Bus,201,Central/Ridge,Normal Service,565a5c,8/26/2026,17:45:04
26725,Bus,206,Evanston Circulator,Normal Service,ffffff,8/26/2026,17:45:04
26726,Rail,Red,Red Line,Normal Service,c60c30,8/26/2026,17:45:06
26727,Rail,Blue,Blue Line,Service Change,00a1de,8/26/2026,17:45:06
26728,Rail,Brn,Brown Line,Normal Service,62361b,8/26/2026,17:45:06
26729,Rail,G,Green Line,Special Note,009b3a,8/26/2026,17:45:06
26730,Rail,Org,Orange Line,Normal Service,f9461c,8/26/2026,17:45:06
26731,Rail,Pink,Pink Line,Normal Service,e27ea6,8/26/2026,17:45:06
26732,Rail,P,Purple Line,Added Service,522398,8/26/2026,17:45:06
26733,Rail,Y,Yellow Line,Added Service,f9e300,8/26/2026,17:45:06
26734,Systemwide,Systemwide,All Routes,Normal Service,0,8/26/2026,17:45:08
26735,Systemwide,Bus,All Bus Routes,Service Change,0,8/26/2026,17:45:08
26736,Systemwide,Train,All Train Routes,Normal Service,0,8/26/2026,17:45:08
26737,Bus,1,Bronzeville/Union Station,Normal Service,ffffff,8/26/2026,18:30:04
26738,Bus,2,Hyde Park Express,Planned Reroute,ffffff,8/26/2026,18:30:04
26739,Bus,3,King Drive,Added Service,565a5c,8/26/2026,18:30:04
26740,Bus,4,Cottage Grove,Planned Reroute,414145,8/26/2026,18:30:04
26741,Bus,X4,Cottage Grove Express,Normal Service,ffffff,8/26/2026,18:30:04
26742,Bus,N5,South Shore Night Bus,Planned Reroute,ffffff,8/26/2026,18:30:04
26743,Bus,6,Jackson Park Express,Planned Reroute,b71234,8/26/2026,18:30:04
26744,Bus,7,Harrison,Planned Reroute,565a5c,8/26/2026,18:30:04
26745,Bus,8,Halsted,Planned Reroute,565a5c,8/26/2026,18:30:04
26746,Bus,8A,South Halsted,Normal Service,565a5c,8/26/2026,18:30:04
26747,Bus,9,Ashland,Normal Service,565a5c,8/26/2026,18:30:04
26748,Bus,X9,Ashland Express,Normal Service,ffffff,8/26/2026,18:30:04
26749,Bus,10,Obama Presidential Center/Museum of Science & Industry Express,Planned Reroute,b71234,8/26/2026,18:30:04
26750,Bus,11,Lincoln,Bus Stop Relocation,565a5c,8/26/2026,18:30:04
26751,Bus,12,Roosevelt,Normal Service,565a5c,8/26/2026,18:30:04
26752,Bus,J14,Jeffery Jump,Planned Reroute,0065BD,8/26/2026,18:30:04
26753,Bus,15,Jeffery Local,Planned Reroute,565a5c,8/26/2026,18:30:04
26754,Bus,18,16th-18th,Normal Service,565a5c,8/26/2026,18:30:04
26755,Bus,19,United Center Express,Normal Service,ffffff,8/26/2026,18:30:04
26756,Bus,20,Madison,Bus Stop Note,414145,8/26/2026,18:30:04
26757,Bus,21,Cermak,Normal Service,565a5c,8/26/2026,18:30:04
26758,Bus,22,Clark,Bus Stop Note,565a5c,8/26/2026,18:30:04
26759,Bus,24,Wentworth,Bus Stop Note,565a5c,8/26/2026,18:30:04
26760,Bus,26,South Shore Express,Normal Service,ffffff,8/26/2026,18:30:04
26761,Bus,28,Stony Island,Normal Service,565a5c,8/26/2026,18:30:04
26762,Bus,29,State,Planned Reroute,565a5c,8/26/2026,18:30:04
26763,Bus,30,South Chicago,Normal Service,565a5c,8/26/2026,18:30:04
26764,Bus,31,31st,Normal Service,565a5c,8/26/2026,18:30:04
26765,Bus,34,South Michigan,Normal Service,414145,8/26/2026,18:30:04
26766,Bus,35,31st/35th,Added Service,414145,8/26/2026,18:30:04
26767,Bus,36,Broadway,Planned Reroute,565a5c,8/26/2026,18:30:04
26768,Bus,37,Sedgwick,Planned Reroute,565a5c,8/26/2026,18:30:04
26769,Bus,39,Pershing,Normal Service,565a5c,8/26/2026,18:30:04
26770,Bus,43,43rd,Normal Service,565a5c,8/26/2026,18:30:04
26771,Bus,44,Wallace/Racine,Planned Reroute,565a5c,8/26/2026,18:30:04
26772,Bus,47,47th,Normal Service,414145,8/26/2026,18:30:04
26773,Bus,48,South Damen,Normal Service,ffffff,8/26/2026,18:30:04
26774,Bus,49,Western,Planned Reroute,414145,8/26/2026,18:30:04
26775,Bus,49B,North Western,Bus Stop Relocation,565a5c,8/26/2026,18:30:04
26776,Bus,X49,Western Express,Planned Reroute,ffffff,8/26/2026,18:30:04
26777,Bus,50,Damen,Bus Stop Note,565a5c,8/26/2026,18:30:04
26778,Bus,51,51st,Normal Service,565a5c,8/26/2026,18:30:04
26779,Bus,52,Kedzie,Normal Service,565a5c,8/26/2026,18:30:04
26780,Bus,52A,South Kedzie,Normal Service,565a5c,8/26/2026,18:30:04
26781,Bus,53,Pulaski,Normal Service,414145,8/26/2026,18:30:04
26782,Bus,53A,South Pulaski,Normal Service,565a5c,8/26/2026,18:30:04
26783,Bus,54,Cicero,Normal Service,414145,8/26/2026,18:30:04
26784,Bus,54A,North Cicero/Skokie Blvd.,Normal Service,ffffff,8/26/2026,18:30:04
26785,Bus,54B,South Cicero,Normal Service,565a5c,8/26/2026,18:30:04
26786,Bus,55,Garfield,Normal Service,414145,8/26/2026,18:30:04
26787,Bus,55A,55th/Austin,Normal Service,ffffff,8/26/2026,18:30:04
26788,Bus,55N,55th/Narragansett,Normal Service,565a5c,8/26/2026,18:30:04
26789,Bus,56,Milwaukee,Normal Service,565a5c,8/26/2026,18:30:04
26790,Bus,57,Laramie,Normal Service,565a5c,8/26/2026,18:30:04
26791,Bus,59,59th/61st,Normal Service,565a5c,8/26/2026,18:30:04
26792,Bus,60,Blue Island/26th,Planned Reroute,414145,8/26/2026,18:30:04
26793,Bus,62,Archer,Planned Reroute,565a5c,8/26/2026,18:30:04
26794,Bus,62H,Archer/Harlem,Normal Service,565a5c,8/26/2026,18:30:04
26795,Bus,63,63rd,Normal Service,414145,8/26/2026,18:30:04
26796,Bus,63W,West 63rd,Normal Service,565a5c,8/26/2026,18:30:04
26797,Bus,65,Grand,Normal Service,565a5c,8/26/2026,18:30:04
26798,Bus,66,Chicago,Planned Reroute,414145,8/26/2026,18:30:04
26799,Bus,67,67th-69th-71st,Planned Reroute,565a5c,8/26/2026,18:30:04
26800,Bus,68,Northwest Highway,Normal Service,565a5c,8/26/2026,18:30:04
26801,Bus,70,Division,Added Service,565a5c,8/26/2026,18:30:04
26802,Bus,71,71st/South Shore,Normal Service,565a5c,8/26/2026,18:30:04
26803,Bus,72,North,Normal Service,565a5c,8/26/2026,18:30:04
26804,Bus,73,Armitage,Planned Reroute,565a5c,8/26/2026,18:30:04
26805,Bus,74,Fullerton,Added Service,414145,8/26/2026,18:30:04
26806,Bus,75,74th-75th,Normal Service,565a5c,8/26/2026,18:30:04
26807,Bus,76,Diversey,Added Service,565a5c,8/26/2026,18:30:04
26808,Bus,77,Belmont,Normal Service,414145,8/26/2026,18:30:04
26809,Bus,78,Montrose,Service Change,565a5c,8/26/2026,18:30:04
26810,Bus,79,79th,Normal Service,414145,8/26/2026,18:30:04
26811,Bus,80,Irving Park,Normal Service,565a5c,8/26/2026,18:30:04
26812,Bus,81,Lawrence,Normal Service,565a5c,8/26/2026,18:30:04
26813,Bus,81W,West Lawrence,Normal Service,565a5c,8/26/2026,18:30:04
26814,Bus,82,Kimball-Homan,Planned Reroute,414145,8/26/2026,18:30:04
26815,Bus,84,Peterson,Normal Service,565a5c,8/26/2026,18:30:04
26816,Bus,85,Central,Added Service,414145,8/26/2026,18:30:04
26817,Bus,85A,North Central,Normal Service,565a5c,8/26/2026,18:30:04
26818,Bus,86,Narragansett/Ridgeland,Normal Service,565a5c,8/26/2026,18:30:04
26819,Bus,87,87th,Normal Service,565a5c,8/26/2026,18:30:04
26820,Bus,88,Higgins,Normal Service,565a5c,8/26/2026,18:30:04
26821,Bus,90,Harlem,Normal Service,565a5c,8/26/2026,18:30:04
26822,Bus,91,Austin,Planned Reroute,565a5c,8/26/2026,18:30:04
26823,Bus,92,Foster,Planned Reroute,565a5c,8/26/2026,18:30:04
26824,Bus,93,California/Dodge,Planned Reroute,565a5c,8/26/2026,18:30:04
26825,Bus,94,California,Normal Service,565a5c,8/26/2026,18:30:04
26826,Bus,95,95th,Normal Service,414145,8/26/2026,18:30:04
26827,Bus,96,Lunt,Planned Reroute,565a5c,8/26/2026,18:30:04
26828,Bus,97,Skokie,Normal Service,565a5c,8/26/2026,18:30:04
26829,Bus,100,Jeffery Manor Express,Normal Service,ffffff,8/26/2026,18:30:04
26830,Bus,103,West 103rd,Normal Service,565a5c,8/26/2026,18:30:04
26831,Bus,106,East 103rd,Normal Service,565a5c,8/26/2026,18:30:04
26832,Bus,108,Halsted/95th,Normal Service,ffffff,8/26/2026,18:30:04
26833,Bus,111,111th/King Drive,Normal Service,565a5c,8/26/2026,18:30:04
26834,Bus,111A,Pullman Shuttle,Normal Service,565a5c,8/26/2026,18:30:04
26835,Bus,112,Vincennes/111th,Normal Service,565a5c,8/26/2026,18:30:04
26836,Bus,115,Pullman/115th,Planned Reroute,565a5c,8/26/2026,18:30:04
26837,Bus,119,Michigan/119th,Normal Service,565a5c,8/26/2026,18:30:04
26838,Bus,120,Ogilvie/Streeterville Express,Bus Stop Note,ffffff,8/26/2026,18:30:04
26839,Bus,121,Union/Streeterville Express,Bus Stop Note,ffffff,8/26/2026,18:30:04
26840,Bus,124,Navy Pier,Planned Reroute,565a5c,8/26/2026,18:30:04
26841,Bus,125,Water Tower Express,Planned Reroute,ffffff,8/26/2026,18:30:04
